s1,time,measurementId
0.18187049,89.47369,135999a1-e4f2-43fe-bb18-fd24a21388f7
0.12589324,94.73684,135999a1-e4f2-43fe-bb18-fd24a21388f7
0.08712999,100.0,135999a1-e4f2-43fe-bb18-fd24a21388f7
307.50955,0.0,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
280.02884,5.263158,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
253.2416,10.526316,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
227.23528,15.789474,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
202.11037,21.052631,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
177.98163,26.315788,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
154.97876,31.578947,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
133.24586,36.842106,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
112.938774,42.105263,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
94.21904,47.36842,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
77.243225,52.631577,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
62.14691,57.894737,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
49.02398,63.157894,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
37.904877,68.42105,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
28.740383,73.68421,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
21.398159,78.947365,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
15.675653,84.210526,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
11.326849,89.47369,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
8.093704,94.73684,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
5.733182,100.0,4c1dcb15-a814-4594-84a9-f2f8cdf1d132
196.15875,0.0,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
172.29074,5.263158,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
149.58229,10.526316,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
128.18073,15.789474,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
108.24396,21.052631,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
89.93355,26.315788,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
73.4026,31.578947,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
58.77861,36.842106,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
46.14199,42.105263,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
35.504963,47.36842,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
26.79787,52.631577,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
19.86948,57.894737,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
14.503923,63.157894,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
10.4493885,68.42105,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
7.449322,73.68421,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
5.267324,78.947365,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
3.7015777,84.210526,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
2.5894842,89.47369,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
1.8055714,94.73684,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
1.2560244,100.0,6d1c66e9-3306-4530-8f33-e3ed2bbd9f73
74.33965,0.0,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
59.598667,5.263158,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
46.841946,10.526316,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
36.08634,15.789474,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
27.267204,21.052631,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
20.237896,26.315788,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
14.78567,31.578947,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
10.659957,36.842106,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
7.6037054,42.105263,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
5.3787937,47.36842,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
3.781121,52.631577,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
2.6457458,57.894737,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
1.8451092,63.157894,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
1.2836813,68.42105,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
0.89157295,73.68421,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
0.6185003,78.947365,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
0.4287074,84.210526,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
0.29698187,89.47369,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
0.2056476,94.73684,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
0.14236242,100.0,a6edc7a8-e8ec-4a49-b6ff-71bc6ed64e64
47.69665,0.0,05833f35-0590-4ad9-8c45-b2c94afa30db
36.797543,5.263158,05833f35-0590-4ad9-8c45-b2c94afa30db
27.842432,10.526316,05833f35-0590-4ad9-8c45-b2c94afa30db
20.690239,15.789474,05833f35-0590-4ad9-8c45-b2c94afa30db
15.132154,21.052631,05833f35-0590-4ad9-8c45-b2c94afa30db
10.919275,26.315788,05833f35-0590-4ad9-8c45-b2c94afa30db
7.794054,31.578947,05833f35-0590-4ad9-8c45-b2c94afa30db
5.516354,36.842106,05833f35-0590-4ad9-8c45-b2c94afa30db
3.8793461,42.105263,05833f35-0590-4ad9-8c45-b2c94afa30db
2.7152572,47.36842,05833f35-0590-4ad9-8c45-b2c94afa30db
1.8939769,52.631577,05833f35-0590-4ad9-8c45-b2c94afa30db
1.3178725,57.894737,05833f35-0590-4ad9-8c45-b2c94afa30db
0.9154153,63.157894,05833f35-0590-4ad9-8c45-b2c94afa30db
0.635086,68.42105,05833f35-0590-4ad9-8c45-b2c94afa30db
0.44022605,73.68421,05833f35-0590-4ad9-8c45-b2c94afa30db
0.30497205,78.947365,05833f35-0590-4ad9-8c45-b2c94afa30db
0.21118557,84.210526,05833f35-0590-4ad9-8c45-b2c94afa30db
0.14619865,89.47369,05833f35-0590-4ad9-8c45-b2c94afa30db
0.101189606,94.73684,05833f35-0590-4ad9-8c45-b2c94afa30db
0.07002742,100.0,05833f35-0590-4ad9-8c45-b2c94afa30db
298.48703,0.0,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
271.22333,5.263158,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
244.68025,10.526316,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
218.94934,15.789474,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
194.13559,21.052631,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
170.35861,26.315788,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
147.75294,31.578947,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
126.46692,36.842106,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
106.659096,42.105263,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
88.49086,47.36842,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
72.113945,52.631577,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
57.652763,57.894737,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
45.182808,63.157894,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
34.709892,68.42105,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
26.157316,73.68421,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
19.367662,78.947365,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
14.12084,84.210526,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
10.163509,89.47369,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
7.2399793,94.73684,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
5.116312,100.0,177bcdf7-9e78-45ba-8461-a4fa7cbc053d
192.75099,0.0,83b967a0-a033-4eaa-8793-116523dbe89a
169.03702,5.263158,83b967a0-a033-4eaa-8793-116523dbe89a
146.50247,10.526316,83b967a0-a033-4eaa-8793-116523dbe89a
125.2964,15.789474,83b967a0-a033-4eaa-8793-116523dbe89a
105.57776,21.052631,83b967a0-a033-4eaa-8793-116523dbe89a
87.50772,26.315788,83b967a0-a033-4eaa-8793-116523dbe89a
71.23704,31.578947,83b967a0-a033-4eaa-8793-116523dbe89a
56.887917,36.842106,83b967a0-a033-4eaa-8793-116523dbe89a
44.532406,42.105263,83b967a0-a033-4eaa-8793-116523dbe89a
34.171844,47.36842,83b967a0-a033-4eaa-8793-116523dbe89a
25.724718,52.631577,83b967a0-a033-4eaa-8793-116523dbe89a
19.029387,57.894737,83b967a0-a033-4eaa-8793-116523dbe89a
13.863046,63.157894,83b967a0-a033-4eaa-8793-116523dbe89a
9.971409,68.42105,83b967a0-a033-4eaa-8793-116523dbe89a
7.0994697,73.68421,83b967a0-a033-4eaa-8793-116523dbe89a
5.0150504,78.947365,83b967a0-a033-4eaa-8793-116523dbe89a
3.5217423,84.210526,83b967a0-a033-4eaa-8793-116523dbe89a
2.46238,89.47369,83b967a0-a033-4eaa-8793-116523dbe89a
1.7162963,94.73684,83b967a0-a033-4eaa-8793-116523dbe89a
1.1936009,100.0,83b967a0-a033-4eaa-8793-116523dbe89a
80.043755,0.0,f47897ba-701e-4e3c-b137-19666b84ba19
64.61473,5.263158,f47897ba-701e-4e3c-b137-19666b84ba19
51.146824,10.526316,f47897ba-701e-4e3c-b137-19666b84ba19
39.682854,15.789474,f47897ba-701e-4e3c-b137-19666b84ba19
30.188051,21.052631,f47897ba-701e-4e3c-b137-19666b84ba19
22.543945,26.315788,f47897ba-701e-4e3c-b137-19666b84ba19
16.558498,31.578947,f47897ba-701e-4e3c-b137-19666b84ba19
11.990968,36.842106,f47897ba-701e-4e3c-b137-19666b84ba19
8.583227,42.105263,f47897ba-701e-4e3c-b137-19666b84ba19
6.0881233,47.36842,f47897ba-701e-4e3c-b137-19666b84ba19
4.288411,52.631577,f47897ba-701e-4e3c-b137-19666b84ba19
3.005152,57.894737,f47897ba-701e-4e3c-b137-19666b84ba19
2.0979888,63.157894,f47897ba-701e-4e3c-b137-19666b84ba19
1.4607226,68.42105,f47897ba-701e-4e3c-b137-19666b84ba19
1.0150794,73.68421,f47897ba-701e-4e3c-b137-19666b84ba19
0.70444334,78.947365,f47897ba-701e-4e3c-b137-19666b84ba19
0.48840615,84.210526,f47897ba-701e-4e3c-b137-19666b84ba19
0.33839935,89.47369,f47897ba-701e-4e3c-b137-19666b84ba19
0.23435739,94.73684,f47897ba-701e-4e3c-b137-19666b84ba19
0.16225152,100.0,f47897ba-701e-4e3c-b137-19666b84ba19
41.104,0.0,4db71d89-b203-49dc-a491-f0e350e61639
31.350239,5.263158,4db71d89-b203-49dc-a491-f0e350e61639
23.46773,10.526316,4db71d89-b203-49dc-a491-f0e350e61639
17.273115,15.789474,4db71d89-b203-49dc-a491-f0e350e61639
12.530396,21.052631,4db71d89-b203-49dc-a491-f0e350e61639
8.981983,26.315788,4db71d89-b203-49dc-a491-f0e350e61639
6.37791,31.578947,4db71d89-b203-49dc-a491-f0e350e61639
4.4962177,36.842106,4db71d89-b203-49dc-a491-f0e350e61639
3.152675,42.105263,4db71d89-b203-49dc-a491-f0e350e61639
2.2019382,47.36842,4db71d89-b203-49dc-a491-f0e350e61639
1.5335735,52.631577,4db71d89-b203-49dc-a491-f0e350e61639
1.065939,57.894737,4db71d89-b203-49dc-a491-f0e350e61639
0.739853,63.157894,4db71d89-b203-49dc-a491-f0e350e61639
0.513012,68.42105,4db71d89-b203-49dc-a491-f0e350e61639
0.35547456,73.68421,4db71d89-b203-49dc-a491-f0e350e61639
0.2461955,78.947365,4db71d89-b203-49dc-a491-f0e350e61639
0.17045341,84.210526,4db71d89-b203-49dc-a491-f0e350e61639
0.11798598,89.47369,4db71d89-b203-49dc-a491-f0e350e61639
0.08165548,94.73684,4db71d89-b203-49dc-a491-f0e350e61639
0.056505598,100.0,4db71d89-b203-49dc-a491-f0e350e61639
313.77017,0.0,117a1cab-4328-4a67-8a8c-c0b164b46bc5
286.1445,5.263158,117a1cab-4328-4a67-8a8c-c0b164b46bc5
259.19427,10.526316,117a1cab-4328-4a67-8a8c-c0b164b46bc5
233.00432,15.789474,117a1cab-4328-4a67-8a8c-c0b164b46bc5
207.67194,21.052631,117a1cab-4328-4a67-8a8c-c0b164b46bc5
183.30869,26.315788,117a1cab-4328-4a67-8a8c-c0b164b46bc5
160.04083,31.578947,117a1cab-4328-4a67-8a8c-c0b164b46bc5
138.00943,36.842106,117a1cab-4328-4a67-8a8c-c0b164b46bc5
117.36806,42.105263,117a1cab-4328-4a67-8a8c-c0b164b46bc5
98.2777,47.36842,117a1cab-4328-4a67-8a8c-c0b164b46bc5
80.8973,52.631577,117a1cab-4328-4a67-8a8c-c0b164b46bc5
65.36877,57.894737,117a1cab-4328-4a67-8a8c-c0b164b46bc5
51.79731,63.157894,117a1cab-4328-4a67-8a8c-c0b164b46bc5
40.229347,68.42105,117a1cab-4328-4a67-8a8c-c0b164b46bc5
30.634436,73.68421,117a1cab-4328-4a67-8a8c-c0b164b46bc5
22.89835,78.947365,117a1cab-4328-4a67-8a8c-c0b164b46bc5
16.832363,84.210526,117a1cab-4328-4a67-8a8c-c0b164b46bc5
12.197495,89.47369,117a1cab-4328-4a67-8a8c-c0b164b46bc5
8.735779,94.73684,117a1cab-4328-4a67-8a8c-c0b164b46bc5
6.198917,100.0,117a1cab-4328-4a67-8a8c-c0b164b46bc5
203.48413,0.0,ff1d3952-584b-4a82-a1f6-e0bc18766717
179.29666,5.263158,ff1d3952-584b-4a82-a1f6-e0bc18766717
156.22743,10.526316,ff1d3952-584b-4a82-a1f6-e0bc18766717
134.41982,15.789474,ff1d3952-584b-4a82-a1f6-e0bc18766717
114.02912,21.052631,ff1d3952-584b-4a82-a1f6-e0bc18766717
95.21678,26.315788,ff1d3952-584b-4a82-a1f6-e0bc18766717
78.140045,31.578947,ff1d3952-584b-4a82-a1f6-e0bc18766717
62.93614,36.842106,ff1d3952-584b-4a82-a1f6-e0bc18766717
49.70187,42.105263,ff1d3952-584b-4a82-a1f6-e0bc18766717
38.47171,47.36842,ff1d3952-584b-4a82-a1f6-e0bc18766717
29.20114,52.631577,ff1d3952-584b-4a82-a1f6-e0bc18766717
21.762226,57.894737,ff1d3952-584b-4a82-a1f6-e0bc18766717
15.955752,63.157894,ff1d3952-584b-4a82-a1f6-e0bc18766717
11.537277,68.42105,ff1d3952-584b-4a82-a1f6-e0bc18766717
8.248639,73.68421,ff1d3952-584b-4a82-a1f6-e0bc18766717
5.8454285,78.947365,ff1d3952-584b-4a82-a1f6-e0bc18766717
4.1146226,84.210526,ff1d3952-584b-4a82-a1f6-e0bc18766717
2.881908,89.47369,ff1d3952-584b-4a82-a1f6-e0bc18766717
2.0112152,94.73684,ff1d3952-584b-4a82-a1f6-e0bc18766717
1.3999422,100.0,ff1d3952-584b-4a82-a1f6-e0bc18766717
77.79459,0.0,083bac12-db88-4e9a-a402-2888f764eb11
62.63202,5.263158,083bac12-db88-4e9a-a402-2888f764eb11
49.44052,10.526316,083bac12-db88-4e9a-a402-2888f764eb11
38.253067,15.789474,083bac12-db88-4e9a-a402-2888f764eb11
29.023335,21.052631,083bac12-db88-4e9a-a402-2888f764eb11
21.621662,26.315788,083bac12-db88-4e9a-a402-2888f764eb11
15.847562,31.578947,083bac12-db88-4e9a-a402-2888f764eb11
11.455965,36.842106,083bac12-db88-4e9a-a402-2888f764eb11
8.188753,42.105263,083bac12-db88-4e9a-a402-2888f764eb11
5.802033,47.36842,083bac12-db88-4e9a-a402-2888f764eb11
4.0835724,52.631577,083bac12-db88-4e9a-a402-2888f764eb11
2.8599038,57.894737,083bac12-db88-4e9a-a402-2888f764eb11
1.9957283,63.157894,083bac12-db88-4e9a-a402-2888f764eb11
1.3890985,68.42105,083bac12-db88-4e9a-a402-2888f764eb11
0.9650974,73.68421,083bac12-db88-4e9a-a402-2888f764eb11
0.66965514,78.947365,083bac12-db88-4e9a-a402-2888f764eb11
0.46423733,84.210526,083bac12-db88-4e9a-a402-2888f764eb11
0.3216298,89.47369,083bac12-db88-4e9a-a402-2888f764eb11
0.22273217,94.73684,083bac12-db88-4e9a-a402-2888f764eb11
0.15419754,100.0,083bac12-db88-4e9a-a402-2888f764eb11
52.318485,0.0,571fa37f-f981-4736-abe9-eca5b1495ffa
40.66777,5.263158,571fa37f-f981-4736-abe9-eca5b1495ffa
30.993038,10.526316,571fa37f-f981-4736-abe9-eca5b1495ffa
23.183426,15.789474,571fa37f-f981-4736-abe9-eca5b1495ffa
17.052925,21.052631,571fa37f-f981-4736-abe9-eca5b1495ffa
12.36401,26.315788,571fa37f-f981-4736-abe9-eca5b1495ffa
8.858877,31.578947,571fa37f-f981-4736-abe9-eca5b1495ffa
6.288382,36.842106,571fa37f-f981-4736-abe9-eca5b1495ffa
4.4319825,42.105263,571fa37f-f981-4736-abe9-eca5b1495ffa
3.1070552,47.36842,571fa37f-f981-4736-abe9-eca5b1495ffa
2.169784,52.631577,571fa37f-f981-4736-abe9-eca5b1495ffa
1.5110335,57.894737,571fa37f-f981-4736-abe9-eca5b1495ffa
1.0502012,63.157894,571fa37f-f981-4736-abe9-eca5b1495ffa
0.72889453,68.42105,571fa37f-f981-4736-abe9-eca5b1495ffa
0.50539637,73.68421,571fa37f-f981-4736-abe9-eca5b1495ffa
0.35018957,78.947365,571fa37f-f981-4736-abe9-eca5b1495ffa
0.24253117,84.210526,571fa37f-f981-4736-abe9-eca5b1495ffa
0.16791455,89.47369,571fa37f-f981-4736-abe9-eca5b1495ffa
0.116227776,94.73684,571fa37f-f981-4736-abe9-eca5b1495ffa
0.08043816,100.0,571fa37f-f981-4736-abe9-eca5b1495ffa
305.8851,0.0,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
278.44272,5.263158,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
251.69861,10.526316,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
225.74092,15.789474,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
200.67097,21.052631,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
176.60434,26.315788,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
153.67162,31.578947,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
132.0177,36.842106,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
111.798965,42.105263,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
93.17701,47.36842,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
76.30768,52.631577,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
61.324677,57.894737,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
48.318787,63.157894,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
37.316147,68.42105,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
28.26262,73.68421,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
21.021236,78.947365,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
15.386079,84.210526,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
11.10957,89.47369,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
7.9338856,94.73684,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
5.6174936,100.0,4e5f8ca9-9ed9-4180-9d10-17cb47bfff86
202.67932,0.0,6242fd15-3c47-494b-bb24-6893c1451bfb
178.52618,5.263158,6242fd15-3c47-494b-bb24-6893c1451bfb
155.49574,10.526316,6242fd15-3c47-494b-bb24-6893c1451bfb
133.73184,15.789474,6242fd15-3c47-494b-bb24-6893c1451bfb
113.390045,21.052631,6242fd15-3c47-494b-bb24-6893c1451bfb
94.631874,26.315788,6242fd15-3c47-494b-bb24-6893c1451bfb
77.614174,31.578947,6242fd15-3c47-494b-bb24-6893c1451bfb
62.473236,36.842106,6242fd15-3c47-494b-bb24-6893c1451bfb
49.304142,42.105263,6242fd15-3c47-494b-bb24-6893c1451bfb
38.139038,47.36842,6242fd15-3c47-494b-bb24-6893c1451bfb
28.93064,52.631577,6242fd15-3c47-494b-bb24-6893c1451bfb
21.548412,57.894737,6242fd15-3c47-494b-bb24-6893c1451bfb
15.791207,63.157894,6242fd15-3c47-494b-bb24-6893c1451bfb
11.41363,68.42105,6242fd15-3c47-494b-bb24-6893c1451bfb
8.157579,73.68421,6242fd15-3c47-494b-bb24-6893c1451bfb
5.7794495,78.947365,6242fd15-3c47-494b-bb24-6893c1451bfb
4.0674148,84.210526,6242fd15-3c47-494b-bb24-6893c1451bfb
2.8484533,89.47369,6242fd15-3c47-494b-bb24-6893c1451bfb
1.987671,94.73684,6242fd15-3c47-494b-bb24-6893c1451bfb
1.3834561,100.0,6242fd15-3c47-494b-bb24-6893c1451bfb
81.92795,0.0,d6c797f9-ead0-443f-8634-86f1bca8f263
66.28042,5.263158,d6c797f9-ead0-443f-8634-86f1bca8f263
52.58489,10.526316,d6c797f9-ead0-443f-8634-86f1bca8f263
40.89206,15.789474,d6c797f9-ead0-443f-8634-86f1bca8f263
31.176645,21.052631,d6c797f9-ead0-443f-8634-86f1bca8f263
23.329525,26.315788,d6c797f9-ead0-443f-8634-86f1bca8f263
17.166046,31.578947,d6c797f9-ead0-443f-8634-86f1bca8f263
12.4494705,36.842106,d6c797f9-ead0-443f-8634-86f1bca8f263
8.922095,42.105263,d6c797f9-ead0-443f-8634-86f1bca8f263
6.3343525,47.36842,d6c797f9-ead0-443f-8634-86f1bca8f263
4.464962,52.631577,d6c797f9-ead0-443f-8634-86f1bca8f263
3.1304743,57.894737,d6c797f9-ead0-443f-8634-86f1bca8f263
2.1862893,63.157894,d6c797f9-ead0-443f-8634-86f1bca8f263
1.5226034,68.42105,d6c797f9-ead0-443f-8634-86f1bca8f263
1.0582788,73.68421,d6c797f9-ead0-443f-8634-86f1bca8f263
0.73451924,78.947365,d6c797f9-ead0-443f-8634-86f1bca8f263
